usa_jagaha	vahAz/usa_jagaha
waxanwara	wawapaScAwa/waxananwara/waxauparAnwa/waxoparAnwa/waxanwara/waxananwara/waxuparAnwa/waxuparAnwa/waxoparAnwa/waxoparAnwa/waxanwara
aXikArahInawaH	anaXikAra/aXikArahInawaH
agupwawaH	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
wibArA	wibArA/webArA
alaga	xUra/xUrI_para/alaga/pare/xarakinAra/xUra/alaga/eka_waraPa/eka_ora/alahaxA
ayugapaxa	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
agawyA	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka/BaviRya_meM/Age/BaviRya_kAla_meM/agawyA
xubArA	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
aswavyaswa	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
samaJa-bUJakara	soca-vicArakara/samaJa-bUJakara/vicArapUrvaka/soca-samaJakara/soca_vicAra_kara/samaJa_bUJa_kara/soca_samaJa_kara/vicAriwawaH
pUrNawaH	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
bIcama_bIca	bIcobIca/bIcoMbIca/bIcoM-bIca/bIcama_bIca/bIcoM_bIca
cOgunA	cOgunA/cAra_gunA/cAragunA/cawurguNa
sAPa-sAPa	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPa_sAPa/spaRtawayA/sAPa-sAPa/sAPa-sAPa
anyaxA	anyexyu/anyaxA
aviwarkika	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
CinaCina	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
ke_anxara	ke_anxara/ke_anxara/ke_BIwara/meM
avalambiwa	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
kqwrimawA_se	kqwrima_rUpa_se/kqwrimawA_se
BinasAre	BinasAre/Binasahare
ayAsa	anAyAsa/binA_pariSrama/aprayawnawaH/prayawnahInawaH/ayAsa
SIGra	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
ihavAz	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
JUTa-mUTa	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhaka/nAhaka/PajUla/PajUla/PijUla/PijUla/anahaka/anAhaka
CahagunA	CahagunA/COgunA/CaHgunA
nissafkoca	nisafkoca/niHsafkoca/nissafkoca/beXadaka/safkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
hara_jagaha	cAroM_ora/cAroM_waraPa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa
aXoraXa	Upara-nIce/aXoraXa/aXorXa/aXOrxXa
aBE	aBI/PilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/samprawi/samprawi/aBU/aBE
aBI	aBI/PilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/samprawi/samprawi/aBU/aBE
aBU	aBI/PilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/samprawi/samprawi/aBU/aBE
IsA_pUrva	IsApUrva/IsA_pUrva/IsavI_pUrva
pariNAmawaH	PalasvarUpa/pariNAma_svarUpa/pariNAmasvarUpa/pariNAmawaH/PalawaH/nawIjawana
yoM_hI	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhaka/nAhaka/PajUla/PajUla/PijUla/PijUla/anahaka/anAhaka/vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
isI_vakwa	aBI-aBI/aBI_aBI/aBI_hI/isI_vakwa/isI_kRaNa
sAPa_sAPa	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPa_sAPa/spaRtawayA/sAPa-sAPa/sAPa-sAPa
AyanxA	aba/Age/AiMxA/AiMxA/AyanxA/AyanxA
TuzsATuzsa	TasATasa/TuzsATuzsa/KacAKaca/TusATusa
muswExI_se	sPUrwipUrvaka/cuswI_se/PurwI_se/muswExI_se
niScayapUrvaka	safkalpapUrvaka/irAxawana/irAxe_se/xqDawApUrvaka/niScayapUrvaka
Agraha_se	AgrahapUrvaka/Agraha_se
XyAna_se	sAvaXAnIpUrvaka/XyAnapUrvaka/XyAna_se/sAvaXAnI_se/sAvaXAnawaH/samBAlakara/samBAlakara
iwWaMmeva	isI_waraha/isI_prakAra/iwWaMmeva
saBI_waraPa	cAroM_ora/cAroM_waraPa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa
eka_sAWa	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
karIbakarIba	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
sAxara	sawkArapUrvaka/sAxara/sasammAna/Axara_sahiwa
anamAzge	binamAzge/bina_mAzge/anamAzge/ayAciwawaH
binA	binA/bagEra/bagEra
kahanAnusAra	kaWanAnusAra/kahanAnusAra/kahe_muwAbika/kahe_muwAbika/kahe_anusAra
samprawi	aBI/PilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/samprawi/samprawi/aBU/aBE
Axi_meM	AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
jAna-bUJakara	jAna-bUJakara/jAnabUJakara/jAnabUJa_kara/amaxana/icCApUrvaka/mawipUrva/irAxawana
Jatapata	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
kiMkarwwavya-vimUDa	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDa/kiMkarwwavya-vimUDa/kiMkarwavyavimUDa/kiMkarwwavyavimUDa/hawabuxXi
eka_bAra_Pira	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
anasUyawaH	IrRyAhInawaH/anasUyawaH/xveRahInawaH
avicCinna	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
pala-pala	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
roja	prawixina/haraxina/niwya/hararoja/roja/niwa/roja/rojAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
xinarAwa	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
Gara-Gara	Gara-Gara/Gara_Gara
anacAhe	majabUrana/vivaSawaH/anacAhe/majabUrana/vivaSa_hokara/cAranAcAra/anwawogawvA/barabasa
wuranwa	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
baDA-caDAkara	baDA-caDAkara/baDAcaDAkara
niyama_se	niyamiwawaH/niyama_se/niyamAnusAra/baxaswUra
PijUla	vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
IsApUrva	IsApUrva/IsA_pUrva/IsavI_pUrva
PUtaPUta_kara	PUta-PUtakara/PUtaPUta_kara
SurU_meM	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala/AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
yaWASakwi	yaWASakwi/Barasaka/yaWAsAXya/yaWAsamBava/kRamawAnusAra/yaWAkRama
hawabuxXi	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDa/kiMkarwwavya-vimUDa/kiMkarwavyavimUDa/kiMkarwwavyavimUDa/hawabuxXi
WodA_sA	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw/nAmamAwra/leSamAwra/raFcamAwra/WodA_sA
weja	kasakara/joraxAra/weja/weja/wIvra/wejI_se/jora_se/wejI_se/jora_se/wIvrawA_se
sawagunA	sAwagunA/sawagunA
aXyakRara	akRaraSaH/SabxaSaH/aXyakRara
wanhA	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
nisanxeha	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
isalie	isalie/isIlie/awaeva/awaH/lihAjA/lihAjA
ultA-paltA	ulatA-pulatA/ulatA_pulatA/ulatA-palatA/ultA-paltA/ultA-pultA/ultA_pultA
sAmane	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA/sIXe/sIXA/sAmane/sAmane
anupaxa	pICe-pICe/anupaxa/kaxama-ba_kaxama/bAxa/bAxa_meM/paScAw/uparAnwa/ananwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
niHsvArWa	nisvArWa/niHsvArWa
joroM_se	jora-Sora_se/jora-Sora_se/joraSora_se/joraSora_se/joroM_se/joroM_se
jamakara	bahuwa/KUba/KUba/badA/jyAxA/jyAxA/aXika/kAPI/kAPI/kadA/jamakara/datakara/awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
banisbawa	apekRAkqwa/wulanA_meM/apekRayA/mukAbale/mukAbale/banisbawa/se
viswArapUrvaka	viswArapUrvaka/viswAra_se
SAnwipUrvaka	SAnwipUrvaka/SAnwipUrvaka
joraSora_se	jora-Sora_se/jora-Sora_se/joraSora_se/joraSora_se/joroM_se/joroM_se
KuSI_se	svecCApUrvaka/icCA_se/KuSI_KuSI/KuSI_se/svecCayA/svecCawaH/prasannawApUrvaka/KuSI_KuSI/KuSI_KuSI/KuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
sabere	sabere/savere/subaha/wadake/subaha-subaha/subaha_savere/jalxI/savere/sabere
nimeRa-mAwra	palaBara/pala-Bara/nimiRa-mAwra/nimeRa-mAwra
tanAtana	acCA/baDiyA/acCI_waraha/acCI_waraha_se/tanAtana
wInagunA	wigunA/wInagunA/wIna_gunA
vAkaI	vAkaI/vAkaI/vAswava_meM/hakIkawana/hakIkawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
niSivAsara	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
ASu	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
sarva_praWama	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala
aXikawara	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
hakkA-bakkA	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDa/kiMkarwwavya-vimUDa/kiMkarwavyavimUDa/kiMkarwwavyavimUDa/hawabuxXi
acCI_waraha	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAnwi/BalI_BAnwi/BalIBAnwi/sarvawoBAva/acCI_waraha/acCI_waraha/acCI_waraha_se/acCI_waraha/acCI_waraha_se/acCA/baDiyA/acCI_waraha/acCI_waraha_se/tanAtana/TIka/TIka_se/acCI_waraha/acCI_waraha_se/acCI_waraha/acCI_waraha_se
anerA	vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
warIke_se	yukwipUrvaka/upAyawaH/upAya_se/jugawa_lagAkara/warakIba_se/warIke_se/warIke_se/warIke_se/warawIba_se/karIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/karInAvAra/karInAvAra/viXipUrvaka/kAyaxe_se/Dafga_se/warIke_se/bawOra/bAkAyaxA/viXivaw/viXivawa
iha	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
Upara-nIce	Upara-nIce/aXoraXa/aXorXa/aXOrxXa
haswacAlana_xvArA	hAWa_se/hAWa_xvArA/haswacAliwa_Dafga_se/haswacAlana_xvArA
sawawa	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
PalawaH	PalasvarUpa/pariNAma_svarUpa/pariNAmasvarUpa/pariNAmawaH/PalawaH/nawIjawana
jEse_wEse	kaTinAI_se/jEse_wEse/muSkila_se/bamuSkila/kaTinawaH/nITi
akasara	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
sahajawaH	AsAnI_se/sahajawA_se/saralawA_se/Kela_Kela_meM/sahajawaH/anEse
xinabaxina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
viswAra_se	viswArapUrvaka/viswAra_se
anyexyu	anyexyu/anyaxA
icCAnusAra	icCAnusAra/icCAnukula/yaWecCa/yaWABIRta/yaWAvAFCiwa
mAPika	anusAra/mAPika/muwAbika/anukUla/muAPika/muAPika/muwAbika/aprawIRa
nirbAXa	nirbAXa/bAXArahiwa/akaNtaka
hAjira	peSa/hAjira/hAjira
pala_pala	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
kAnUnana	kAnUnana/kAnUnana/viXAnawaH
cAroM_waraPa	cAroM_ora/cAroM_waraPa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa
aprasannawApUrvaka	aprasannawApUrvaka/nArAjagIpUrvaka/nAKuSI_se/nArAjagIpUrvaka/nAKuSI_se
bIcoM-bIca	bIcobIca/bIcoMbIca/bIcoM-bIca/bIcama_bIca/bIcoM_bIca
anamiKa	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
nirxayawApUrvaka	nirxayawApUrvaka/nirxayawA_se/berahamI_se/bexarxI_se/krUrawApUrvaka/barbarawApUrvaka/kaTorawA_se/kadAI_se
maxxenajara	maxxenajara/maxxenajara
akRaraSaH	akRaraSaH/SabxaSaH/aXyakRara
kiMkarwavyavimUDa	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDa/kiMkarwwavya-vimUDa/kiMkarwavyavimUDa/kiMkarwwavyavimUDa/hawabuxXi
xEvavaSa	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
vargAkAra_meM	cOkora_meM/vargAkAra_meM
SuruAwa_meM	AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
muwAbika	anusAra/mAPika/muwAbika/anukUla/muAPika/muAPika/muwAbika/aprawIRa
Axawana	svaBAvawaH/Axawana
cOkora_meM	cOkora_meM/vargAkAra_meM
palaBara	palaBara/pala-Bara/nimiRa-mAwra/nimeRa-mAwra
savismaya	AScaryapUrvaka/savismaya/sAScarya
TIka_se	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKEra/baKEra/baKErIya/baKErIyawa/surakRiwawaH/TIka/TIka_se/acCI_waraha/acCI_waraha_se
Pira	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
Kullama-KullA	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
kaBI_BI	kaBI_BI
anyawaH	anyawaH/anyawaH
Age-pICe	AgepICe/Age_pICe/Age-pICe/pUrvApara
petaBara	Barapeta/petaBara
AgrahapUrvaka	AgrahapUrvaka/Agraha_se
isI_bIca	iwane_meM/isa_bIca/isI_bIca/isa_xOrAna/isa_xaramyAna
icCApUrvaka	jAna-bUJakara/jAnabUJakara/jAnabUJa_kara/amaxana/icCApUrvaka/mawipUrva/irAxawana
SIGrawaH	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
pACe	pICe/paScawaH/pACe/pqRTawaH/arvAka
harRapUrvaka	prasannawApUrvaka/KuSI_KuSI/KuSI_KuSI/KuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
prAyaH	aXikawaH/aXikAMSawaH/prAyaH/aXikAMSawayA/prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
ikataka	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
amaxana	jAna-bUJakara/jAnabUJakara/jAnabUJa_kara/amaxana/icCApUrvaka/mawipUrva/irAxawana
Asawe	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
wapAka_se	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
vAkaI	vAkaI/vAkaI/vAswava_meM/hakIkawana/hakIkawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
meharabAnI_karake	kqpayA/kqpApUrvaka/kqpA_pUrvaka/kqpA_karake/meharabAnI_karake
anEse	AsAnI_se/sahajawA_se/saralawA_se/Kela_Kela_meM/sahajawaH/anEse/anEse
hOle-hOle	XIre-XIre/XIre_XIre/Ahiswe-Ahiswe/AhiswA-AhiswA/hOle-hOle/hole-hole/raPwA-raPwA/alpaSaH
sarvaWA	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
yaWAvawa	yaWAvaw/yaWAvawa
bahuwa_aXika	awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
bilASaka	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
sarvaxEva	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
aswa-vyaswa	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
yaWAniyama	niyamAnusAra/yaWAniyama/bA-jAbwA
nArAjagIpUrvaka	aprasannawApUrvaka/nArAjagIpUrvaka/nAKuSI_se/nArAjagIpUrvaka/nAKuSI_se
prawi_kRaNa	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
ekameva	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
rojAnA	prawixina/haraxina/niwya/hararoja/roja/niwa/roja/rojAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
TasATasa	TasATasa/TuzsATuzsa/KacAKaca/TusATusa
awiSIGra	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
anakarIba	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
jabarana	balapUrvaka/barabasa/jabaraxaswI/jabaraxaswI/jabarana/jabarana/barajorI
sPUrwipUrvaka	sPUrwipUrvaka/cuswI_se/PurwI_se/muswExI_se
kaBI-kaBI	kaBIkaBI/kaBIkaBAra/yaxAkaxA/kaBI-kaBI/kaBI-kaBAra/yaxA-kaxA/vakwan-POvakwan
svayaM	svayaM/svawaH/Kuxa/Kuxa/Apa/ApahI/apaneApa/Kuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
hasba-e-mAmUla	hasbemAmUla/hasbe-mAmUla/hasba-e-mAmUla/hameSA_kI_waraha
sawkArapUrvaka	sawkArapUrvaka/sAxara/sasammAna/Axara_sahiwa
ke_BIwara	ke_anxara/ke_anxara/ke_BIwara/meM
vASiMxA	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
viXivaw	viXipUrvaka/kAyaxe_se/Dafga_se/warIke_se/bawOra/bAkAyaxA/viXivaw/viXivawa
asAvaXAnawaH	asAvaXAnawaH/asAvaXAnI_se/XyAnahInawaH/lAparavAhI_se
yakInana	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
XIme	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
haswacAliwa_Dafga_se	hAWa_se/hAWa_xvArA/haswacAliwa_Dafga_se/haswacAlana_xvArA
